t_start_s,t_end_s,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_median,acc_x_iqr,acc_x_rms,acc_x_skewness,acc_x_kurtosis,acc_x_zcr,acc_x_abs_integral,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_median,acc_y_iqr,acc_y_rms,acc_y_skewness,acc_y_kurtosis,acc_y_zcr,acc_y_abs_integral,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_median,acc_z_iqr,acc_z_rms,acc_z_skewness,acc_z_kurtosis,acc_z_zcr,acc_z_abs_integral,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_range,gyro_x_median,gyro_x_iqr,gyro_x_rms,gyro_x_skewness,gyro_x_kurtosis,gyro_x_zcr,gyro_x_abs_integral,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_range,gyro_y_median,gyro_y_iqr,gyro_y_rms,gyro_y_skewness,gyro_y_kurtosis,gyro_y_zcr,gyro_y_abs_integral,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_range,gyro_z_median,gyro_z_iqr,gyro_z_rms,gyro_z_skewness,gyro_z_kurtosis,gyro_z_zcr,gyro_z_abs_integral,quat_w_mean,quat_w_std,quat_w_min,quat_w_max,quat_w_range,quat_w_median,quat_w_iqr,quat_w_rms,quat_w_skewness,quat_w_kurtosis,quat_w_zcr,quat_w_abs_integral,quat_x_mean,quat_x_std,quat_x_min,quat_x_max,quat_x_range,quat_x_median,quat_x_iqr,quat_x_rms,quat_x_skewness,quat_x_kurtosis,quat_x_zcr,quat_x_abs_integral,quat_y_mean,quat_y_std,quat_y_min,quat_y_max,quat_y_range,quat_y_median,quat_y_iqr,quat_y_rms,quat_y_skewness,quat_y_kurtosis,quat_y_zcr,quat_y_abs_integral,quat_z_mean,quat_z_std,quat_z_min,quat_z_max,quat_z_range,quat_z_median,quat_z_iqr,quat_z_rms,quat_z_skewness,quat_z_kurtosis,quat_z_zcr,quat_z_abs_integral,encoder_angle_mean,encoder_angle_std,encoder_angle_min,encoder_angle_max,encoder_angle_range,encoder_angle_median,encoder_angle_iqr,encoder_angle_rms,encoder_angle_skewness,encoder_angle_kurtosis,encoder_angle_zcr,encoder_angle_abs_integral,grf_x_mean,grf_x_std,grf_x_min,grf_x_max,grf_x_range,grf_x_median,grf_x_iqr,grf_x_rms,grf_x_skewness,grf_x_kurtosis,grf_x_zcr,grf_x_abs_integral,grf_y_mean,grf_y_std,grf_y_min,grf_y_max,grf_y_range,grf_y_median,grf_y_iqr,grf_y_rms,grf_y_skewness,grf_y_kurtosis,grf_y_zcr,grf_y_abs_integral,grf_z_mean,grf_z_std,grf_z_min,grf_z_max,grf_z_range,grf_z_median,grf_z_iqr,grf_z_rms,grf_z_skewness,grf_z_kurtosis,grf_z_zcr,grf_z_abs_integral,grt_x_mean,grt_x_std,grt_x_min,grt_x_max,grt_x_range,grt_x_median,grt_x_iqr,grt_x_rms,grt_x_skewness,grt_x_kurtosis,grt_x_zcr,grt_x_abs_integral,grt_y_mean,grt_y_std,grt_y_min,grt_y_max,grt_y_range,grt_y_median,grt_y_iqr,grt_y_rms,grt_y_skewness,grt_y_kurtosis,grt_y_zcr,grt_y_abs_integral,grt_z_mean,grt_z_std,grt_z_min,grt_z_max,grt_z_range,grt_z_median,grt_z_iqr,grt_z_rms,grt_z_skewness,grt_z_kurtosis,grt_z_zcr,grt_z_abs_integral,label
5.603,6.595,0.142020202,2.187095754,-11.52,3.84,15.36,0.32,2.4125,2.191701982,-1.065844416,7.085383345,8,1.508545,0.2066161616,2.450585822,-26.32,2.9,29.22,0.31,1.3875,2.459280608,-7.121295088,72.72369744,10,1.03098,-0.2224242424,2.733535503,-4.87,15.54,20.41,-0.31,2.3775,2.74256976,1.428239324,8.506265535,6,1.78181,0.01696969697,0.1970794566,-0.31,0.4,0.71,-0.01,0.2975,0.1978087026,0.164519263,2.169350139,6,0.164655,0.01181818182,0.275234936,-0.45,0.52,0.97,0.01,0.46,0.2754885468,0.218496381,1.985166055,4,0.23274,0.101010101,0.9540842507,-1.2,1.97,3.17,-0.16,1.1375,0.959416384,0.8276815575,2.395551571,6,0.760655,0.5948989899,0.02244499222,0.56,0.63,0.07,0.59,0.05,0.5953222538,-0.06176098914,1.614337819,0,0.59038,0.2216161616,0.0417957291,0.15,0.31,0.16,0.22,0.07,0.2255229613,0.1604931037,2.237374028,0,0.2197,0.6508080808,0.01156245821,0.63,0.67,0.04,0.65,0.02,0.6509107838,-0.3537659625,1.974123438,0,0.64572,-0.412020202,0.03691321512,-0.46,-0.33,0.13,-0.42,0.075,0.4136704393,0.4175903356,2.09876399,0,0.40872,3.844949495,4.97841297,0,14.1,14.1,1.05,7.625,6.290328475,0.9877877045,2.346968448,0,3.8263,25.34494949,23.82786862,-90.3,62.6,152.9,30.65,8.075,34.78697727,-3.181971448,13.58933695,2,32.44705,-21.01818182,20.18433418,-64.6,77.8,142.4,-25.6,4.175,29.14054415,3.10333783,13.53782075,1,26.6361,-32.66818182,139.816953,-89.8,646,735.8,-77.1,9.1,143.5826955,3.419883617,14.01871926,2,99.64265,0.8202020202,2.90667917,-5.2,14.5,19.7,0.1,0.575,3.020184622,3.139661687,13.1598878,9,1.07515,-3.794949495,15.10139383,-71.5,6.7,78.2,1.2,0.7,15.57092603,-3.174475122,12.12486385,6,5.6566,0.0898989899,1.389244032,-0.6,8.3,8.9,-0.3,0.2,1.392149707,4.188730858,20.55725937,4,0.5638,"Stair-ascent"
5.7,6.7,0.0173,2.435695529,-11.52,3.84,15.36,0.365,2.43,2.435756967,-1.34290104,7.287363163,11,1.687705,-0.13125,3.471513638,-26.32,5.02,31.34,0.335,1.68,3.473993883,-5.01477337,35.14786208,11,1.607115,-0.16965,3.24614069,-4.87,15.54,20.41,-0.61,2.3075,3.250570796,2.0411931,9.701808594,7,2.128585,0.00835,0.2016873261,-0.31,0.4,0.71,-0.01,0.315,0.2018601001,0.2260971527,2.038378647,8,0.175745,0.02805,0.2635767393,-0.45,0.52,0.97,0.02,0.435,0.2650650863,0.1473377022,2.184736367,5,0.218445,0.0739,0.9545657599,-1.2,1.97,3.17,-0.255,1.075,0.9574220595,0.8965505583,2.468209725,6,0.770795,0.596,0.0234520788,0.56,0.63,0.07,0.595,0.05,0.5964612309,-0.03070090316,1.597381818,0,0.59613,0.2253,0.04633476017,0.15,0.31,0.16,0.22,0.07,0.2300152169,0.2882614157,2.109066172,0,0.225075,0.6498,0.01256821387,0.63,0.67,0.04,0.65,0.02,0.6499215337,-0.3401120642,1.788355919,0,0.65001,-0.40845,0.04138958202,-0.46,-0.33,0.13,-0.42,0.0725,0.4105417153,0.4876337417,1.963225079,0,0.40853,3.84,4.945078361,0,14.1,14.1,1,7.475,6.260942421,1.006038098,2.385147719,0,3.8624,27.9075,13.36505869,-16.6,62.6,79.2,30.5,8.5,30.94274309,-1.456238674,5.834696896,7,29.3384,-27.762,6.754869059,-64.6,-13.4,51.2,-26.3,4.85,28.57196003,-2.352280384,11.34582924,0,27.5534,-53.367,67.49254115,-89.8,296.5,386.3,-77.05,9.3,86.04231401,3.072270728,12.57295103,2,81.2953,0.1065,0.861688894,-5.2,3.5,8.7,0.1,0.5,0.868245357,-1.342497398,16.758357,12,0.45125,-0.204,4.264444161,-24.2,6.7,30.9,1.2,0.7,4.269320789,-3.346921349,15.08456899,6,2.24665,-0.3635,0.7737039162,-3.5,2.8,6.3,-0.3,0.2,0.8548391662,-1.448425076,12.11108657,4,0.50495,"Stair-ascent"
5.803,6.8,0.2597512438,2.18766111,-11.52,3.84,15.36,0.48,2.17,2.20302788,-1.569091765,10.09284744,11,1.534525,-0.09114427861,3.436280701,-26.32,5.02,31.34,0.32,1.61,3.437489249,-5.16600621,36.65904189,12,1.539885,-0.5571641791,2.870698845,-4.87,15.54,20.41,-0.65,1.69,2.924268076,2.808695843,16.02323026,10,1.800155,0.0005472636816,0.1964186791,-0.31,0.4,0.71,-0.01,0.29,0.1964194415,0.3035653842,2.225448011,9,0.168955,0.06228855721,0.2501039313,-0.45,0.52,0.97,0.07,0.33,0.2577437503,-0.1408433788,2.552500541,5,0.20739,0.1254726368,0.9124909326,-1.16,1.97,3.13,-0.14,0.98,0.9210771328,0.9621394799,2.561074986,6,0.7105,0.5960696517,0.02337186139,0.56,0.63,0.07,0.6,0.05,0.5965276805,-0.04995814948,1.588834589,0,0.59424,0.2300497512,0.0510048043,0.15,0.31,0.16,0.22,0.11,0.2356361138,0.24345186,1.762698393,0,0.22857,0.6503482587,0.01181861713,0.63,0.67,0.04,0.65,0.02,0.6504556382,-0.3024011011,1.879170485,0,0.648705,-0.4039303483,0.04582005822,-0.46,-0.33,0.13,-0.42,0.1,0.4065208531,0.3901028965,1.605174395,0,0.40329,3.820895522,4.940155414,0,14.1,14.1,1,7.4,6.245348518,1.013293603,2.400156361,0,3.86215,21.20348259,18.2211385,-25.6,46.2,71.8,29.4,9.2,27.95706641,-1.374065003,3.446194912,7,26.52085,-26.81094527,7.783525119,-64.6,-5.1,59.5,-26.1,4.9,27.91791629,-1.234920601,8.622677952,0,26.6766,-14.01791045,126.2976547,-86.7,336.9,423.6,-75.5,10.4,127.0732049,1.760985117,4.495548051,1,102.7194,0.4786069652,1.40386462,-5.2,4.9,10.1,0.2,0.6,1.483206155,0.8252955058,6.62506887,9,0.7676,-2.577114428,8.504711813,-28.4,6.7,35.1,1.2,1.2,8.886599,-2.011115509,5.424840881,5,4.32875,-0.1850746269,1.110141455,-3.5,3,6.5,-0.3,0.3,1.125462868,0.1946029518,6.219493922,5,0.6653,"Stair-ascent"
5.913,6.895,0.1595,2.204825106,-11.52,3.84,15.36,0.18,2.2675,2.2105868,-1.411510816,9.56538949,12,1.537945,-0.1948,3.416868151,-26.32,5.02,31.34,0.21,1.16,3.422416544,-5.197031269,37.04721694,12,1.427305,-0.6477,2.832638118,-4.87,15.54,20.41,-0.685,1.6475,2.905744999,3.006538616,17.33998771,10,1.684445,0.00215,0.1956447738,-0.31,0.4,0.71,0.01,0.285,0.1956565869,0.282027237,2.257695005,9,0.163735,0.05385,0.2467421275,-0.45,0.52,0.97,0.05,0.26,0.2525499951,-0.05655180542,2.667072233,5,0.1918,0.21225,0.8563290474,-0.72,1.97,2.69,-0.06,0.965,0.8822411802,1.02953715,2.627267402,7,0.623875,0.5974,0.02427426621,0.56,0.63,0.07,0.595,0.05,0.597892967,-0.1318816602,1.463223329,0,0.58672,0.2366,0.05483101312,0.15,0.31,0.16,0.22,0.11,0.2428703358,0.02387069382,1.467521078,0,0.232095,0.6501,0.01195784261,0.63,0.67,0.04,0.65,0.02,0.6502099661,-0.2473301905,1.793031815,0,0.63866,-0.39735,0.04921867024,-0.46,-0.33,0.13,-0.42,0.1025,0.4003866881,0.1115287193,1.300197265,0,0.390165,3.7445,5.005763653,0,14.1,14.1,0.8,7.475,6.251315861,1.003194823,2.36709196,0,3.74925,16.5115,20.75684749,-25.6,46.2,71.8,26.95,35.775,26.52312859,-0.8634552951,2.082693836,7,24.4699,-24.7335,9.981369032,-64.6,2.7,67.3,-25.25,5.9,26.67159069,-0.2202283591,5.429047468,2,24.1598,30.4115,173.687495,-86.7,498.1,584.8,-73.9,175.225,176.3298195,1.278584045,3.068866042,1,131.5365,0.9155,1.807708425,-5.2,4.9,10.1,0.2,1.225,2.026314388,0.7221025236,3.805525659,8,1.18405,-5.781,12.22964182,-40.7,6.7,47.4,0.9,7.725,13.52716156,-1.441244962,3.516746096,5,7.2355,0.0765,1.402710858,-3.5,4.5,8,-0.2,0.3,1.404795359,0.5543803795,4.617977883,5,0.8538,"Stair-ascent"
6.014,6.999,0.126119403,2.188729809,-11.52,3.84,15.36,-0.03,2.25,2.192360435,-1.396552493,9.708932498,11,1.50284,-0.1389054726,3.399562863,-26.32,5.02,31.34,0.2,0.89,3.402399504,-5.29776106,37.96491915,14,1.355005,-0.7196517413,2.777451923,-4.87,15.54,20.41,-0.65,1.65,2.86917023,3.217477795,18.96357663,8,1.60448,-0.002388059701,0.1931314832,-0.31,0.4,0.71,0,0.27,0.1931462468,0.3488783492,2.384859495,10,0.155915,0.02875621891,0.234527036,-0.45,0.52,0.97,0.02,0.18,0.2362834119,0.1540528637,3.135115917,6,0.17036,0.2307960199,0.8453821669,-0.72,1.97,2.69,-0.03,0.93,0.8763206097,1.014367741,2.64904154,6,0.60411,0.6005970149,0.02493058604,0.56,0.63,0.07,0.62,0.05,0.6011142225,-0.424395336,1.494828885,0,0.591835,0.2448756219,0.05758065468,0.15,0.31,0.16,0.26,0.11,0.2515543718,-0.2717785253,1.385401994,0,0.241075,0.6485572139,0.01206977889,0.63,0.67,0.04,0.64,0.02,0.6486695147,0.05756538303,1.678686232,0,0.63894,-0.3891044776,0.05133243551,-0.46,-0.33,0.13,-0.37,0.1,0.3924758762,-0.233968534,1.24729644,0,0.383105,3.681094527,5.028588993,0,14.1,14.1,0.4,7.4,6.231947062,1.009394538,2.373966856,0,3.71565,11.86169154,21.28504193,-25.6,46.2,71.8,25.1,40.7,24.36704201,-0.4211608667,1.455588869,7,22.1244,-21.33631841,14.28776481,-64.6,19.8,84.4,-24.6,11.4,25.6783704,0.6327210758,4.052653414,5,22.4848,97.97363184,235.6700258,-86.7,668.1,754.8,-71.1,369.2,255.2238108,0.9547589408,2.423301525,1,182.364,1.454726368,2.281853582,-5.2,6.5,11.7,0.3,3.4,2.706119838,0.5668420078,2.630655438,8,1.7055,-10.72985075,17.22713654,-54.4,6.7,61.1,0.8,25.5,20.29541649,-1.076534092,2.669717642,3,11.9069,0.6074626866,2.031589832,-3.5,5.4,8.9,-0.2,2.1,2.120464138,0.8045189212,3.20112353,5,1.3423,"Stair-ascent"
6.106,7.097,0.04335,2.143128152,-11.52,3.84,15.36,-0.055,1.9675,2.143566537,-1.431734976,10.32672849,12,1.419145,-0.09835,3.406936128,-26.32,5.02,31.34,0.21,0.8725,3.408355395,-5.324971367,38.07820395,14,1.34539,-0.5388,2.767130564,-4.87,15.54,20.41,-0.25,1.4625,2.819098615,3.09182321,18.50206947,9,1.47569,-0.01945,0.1830251281,-0.31,0.4,0.71,0,0.2025,0.1840556981,0.567534833,2.98704704,10,0.140945,0.0335,0.2361286725,-0.45,0.52,0.97,0.03,0.195,0.2384931865,0.09587677005,3.05818784,6,0.175245,0.26735,0.8232815299,-0.72,1.97,2.69,-0.025,0.6875,0.865602969,1.030671336,2.706765394,6,0.5712,0.605,0.02393741841,0.56,0.63,0.07,0.62,0.04,0.6054733685,-0.8530096195,2.071169467,0,0.599805,0.253,0.05889821729,0.15,0.31,0.16,0.3,0.11,0.2597652787,-0.5809475862,1.543944591,0,0.250605,0.6466,0.0116807534,0.63,0.67,0.04,0.64,0.02,0.6467054971,0.4398458468,1.984133541,0,0.64094,-0.38005,0.05079859742,-0.46,-0.33,0.13,-0.34,0.1025,0.3834299154,-0.6282756576,1.572547087,0,0.376355,3.69,5.041071315,0,14.1,14.1,0.4,7.475,6.247279408,1.000795143,2.356379252,0,3.7063,6.4175,22.68311803,-46.6,46.2,92.8,5.85,42.275,23.57346283,-0.189652543,1.538279622,7,21.3152,-15.0405,23.27822609,-64.6,62.2,126.8,-24,22.525,27.71448087,1.340427471,4.754992015,5,23.7999,182.8495,306.9826744,-86.7,876.8,963.5,40.5,468.975,357.3126111,0.8160420821,2.350946849,1,253.66875,2.209,2.967662211,-5.2,9.9,15.1,0.5,4.6,3.699554027,0.6341359229,2.642236875,8,2.4613,-17.165,23.12970763,-71.5,6.7,78.2,-2.3,33.3,28.80313525,-0.9316283171,2.560032356,3,18.15695,1.2785,2.713114032,-3.5,8.2,11.7,-0.2,3.225,2.999258242,0.7877152758,2.764025635,5,1.9752,"Stair-ascent"
6.213,7.197,-0.3525757576,1.789051984,-11.52,3.32,14.84,-0.305,1.4875,1.823462823,-2.644494666,17.15100039,13,1.086555,-0.1388888889,3.417082573,-26.32,5.02,31.34,0.195,0.815,3.41990401,-5.296599611,37.75546621,15,1.299445,-0.08454545455,2.452582343,-3.65,15.54,19.19,-0.16,0.9475,2.454039136,4.345547406,26.16846276,11,1.02169,-0.001565656566,0.1711254287,-0.31,0.4,0.71,0,0.18,0.1711325908,0.6017038708,3.296505279,11,0.11869,0.05585858586,0.2292103709,-0.45,0.52,0.97,0.06,0.16,0.2359185787,-0.09460481788,3.342810364,5,0.166975,0.3051010101,0.7952572418,-0.7,1.97,2.67,-0.02,0.7425,0.8517750331,1.123519625,2.772038919,6,0.532945,0.6095959596,0.01969049363,0.56,0.63,0.07,0.62,0.01,0.609913887,-1.309171597,3.405672964,0,0.60063,0.2622222222,0.05650700422,0.15,0.31,0.16,0.3,0.0875,0.2682415616,-1.013492067,2.22525203,0,0.25927,0.6451515152,0.01038293436,0.63,0.67,0.04,0.64,0.01,0.6452350601,0.5551942001,2.427580543,0,0.634655,-0.3702525253,0.04578647046,-0.46,-0.33,0.13,-0.34,0.0575,0.3730728258,-1.128129517,2.548564405,0,0.36302,3.462121212,5.145119247,0,14.1,14.1,0,7.625,6.201494606,1.056057579,2.389183283,0,3.36215,-3.284848485,30.86821406,-86.4,46.2,132.6,-8.85,43.4,31.04250101,-0.7991321232,3.260515143,7,25.29375,-6.773737374,32.73248652,-64.6,71.7,136.3,-23.15,34.45,33.42602567,1.115460144,3.211242047,5,27.91855,266.3409091,343.7124578,-86.7,876.8,963.5,256.8,628.1,434.8283954,0.459688241,1.740613702,1,327.50685,3.116666667,3.677240264,-5.2,10.7,15.9,2.9,5.45,4.820343045,0.5263642965,2.27729719,8,3.4353,-23.89242424,26.83044014,-71.5,6.7,78.2,-21.15,45.8,35.92659815,-0.5859903955,1.866405414,3,25.06825,1.987878788,3.198193073,-3.5,8.2,11.7,0.65,5.3,3.765647489,0.4913243893,2.033111637,3,2.70545,"Stair-ascent"
6.301,7.3,-0.5535323383,1.605211649,-11.52,1.61,13.13,-0.42,1.12,1.697970108,-3.602091452,23.45838378,13,0.97979,-0.3432338308,3.307315725,-26.32,5.02,31.34,0.13,0.5,3.32507846,-5.606264406,40.94273989,16,1.12171,0.1377114428,2.299246845,-3.33,15.54,18.87,-0.12,0.48,2.303367209,5.040280879,31.1940476,14,0.83641,0.0139800995,0.1611589852,-0.31,0.4,0.71,0,0.08,0.1617642164,0.5427871296,3.703080423,13,0.106535,0.09651741294,0.1727673815,-0.31,0.52,0.83,0.05,0.12,0.1978994166,0.9241292881,3.86810973,5,0.1359,0.3194527363,0.7717417137,-0.7,1.97,2.67,-0.03,0.62,0.8352456665,1.224545261,2.893614331,5,0.52257,0.6137810945,0.01344351888,0.57,0.63,0.06,0.62,0.01,0.6139283022,-1.619573955,5.374566482,0,0.613545,0.2739303483,0.04602589715,0.15,0.31,0.16,0.3,0.02,0.2777700828,-1.648863897,4.162180419,0,0.27432,0.6439800995,0.008643267416,0.63,0.66,0.03,0.64,0.01,0.6440381003,0.3392682233,2.46155605,0,0.643325,-0.360199005,0.03504027816,-0.46,-0.33,0.13,-0.34,0.02,0.3618993566,-1.76517773,4.781490504,0,0.3592,2.491044776,4.727585965,0,14.1,14.1,0,1,5.343722779,1.635693894,3.950824384,0,2.43885,-14.24427861,36.44022953,-87.2,46.2,133.4,-12.2,47.9,39.12530896,-0.5262109945,2.304958375,7,30.8269,2.041791045,37.57883977,-64.6,71.7,136.3,-7.9,66.1,37.63426775,0.5935617793,1.927346135,5,31.66835,344.2258706,343.1063556,-86.7,876.8,963.5,324.1,737.9,486.0179228,0.05194546072,1.504216127,1,390.3179,4.035323383,3.876962962,-5.2,10.7,15.9,4.4,7.8,5.595951806,0.1112525056,1.826904917,7,4.3221,-31,28.2493693,-71.5,6.7,78.2,-27.5,67.2,41.94075423,-0.176399847,1.452189482,3,31.79285,2.582089552,3.249994659,-3.5,8.2,11.7,2.3,5.6,4.150861566,0.07765884954,1.75131769,3,3.23145,"Stair-ascent"
6.407,7.398,-0.4794897959,1.624317673,-11.52,1.61,13.13,-0.31,1.2725,1.693611044,-3.679376738,23.60136981,13,0.932415,-0.5163265306,3.272442104,-26.32,5.02,31.34,0.085,0.445,3.312924751,-5.811954246,42.53022301,17,0.979525,0.2520918367,2.287363292,-3.33,15.54,18.87,-0.075,0.39,2.301212968,5.122960943,31.60355553,15,0.748385,0.04387755102,0.1324389166,-0.22,0.4,0.62,0.01,0.06,0.1395181211,1.313019885,4.66120973,13,0.080975,0.09724489796,0.1712515789,-0.31,0.52,0.83,0.04,0.14,0.196935709,1.074897103,3.841764458,5,0.131645,0.220255102,0.7595530615,-0.7,1.97,2.67,-0.065,0.2425,0.7908433241,1.588275321,3.789270274,5,0.450965,0.6163265306,0.00825459119,0.6,0.63,0.03,0.62,0.01,0.6163818059,-0.427294856,2.671266462,0,0.61067,0.2867857143,0.02544251223,0.18,0.31,0.13,0.3,0.02,0.2879120827,-2.447028413,8.562696071,0,0.284245,0.6427040816,0.00702286235,0.63,0.66,0.03,0.64,0.01,0.6427424501,-0.07799714343,2.543526701,0,0.637065,-0.3505102041,0.01774952997,-0.42,-0.33,0.09,-0.34,0.02,0.3509593267,-2.123565327,7.606428983,0,0.347305,1.031122449,2.742708472,0,12.4,12.4,0,0,2.930130247,2.83686607,9.908358558,0,0.9956,-25.73316327,39.42095646,-100,46.2,146.2,-15.2,68.15,47.07661309,-0.3377990856,1.993860391,7,36.9117,11.22653061,40.27511778,-64.6,75.9,140.5,-2.5,83.85,41.81052621,0.226300161,1.545175343,5,35.15715,423.7234694,325.9581478,-86.7,876.8,963.5,492.85,596.925,534.5935771,-0.3096201375,1.666889249,1,452.12825,5.001530612,3.892122828,-5.2,10.7,15.9,4.8,7.625,6.337501761,-0.2371610702,1.918808365,7,5.2456,-38.57908163,28.7670326,-83.2,6.7,89.9,-40.3,59.7,48.12367093,0.1219306395,1.500488737,3,39.20755,3.244897959,3.251722383,-3.5,8.2,11.7,4.4,6.3,4.593806834,-0.3166883041,1.870005723,3,3.8076,"Stair-ascent"
6.512,7.486,-0.3091959799,1.55165995,-11.52,1.61,13.13,-0.2,1.12,1.582166475,-4.402797351,29.70074716,14,0.7763,-0.5152261307,3.24769061,-26.32,5.02,31.34,0.07,0.495,3.288305378,-5.857200293,43.18868266,17,0.981135,0.276281407,2.266933652,-3.33,15.54,18.87,-0.03,0.37,2.283707424,5.151962439,32.04374002,17,0.741025,0.03432160804,0.1186414601,-0.22,0.4,0.62,0.01,0.04,0.123506149,1.641041141,6.649935368,12,0.064155,0.06386934673,0.1509920395,-0.31,0.52,0.83,0.03,0.11,0.1639447756,1.635441029,6.28156702,7,0.096225,0.01884422111,0.5548381727,-0.7,1.97,2.67,-0.15,0.215,0.5551580879,2.799809921,9.708292143,5,0.27914,0.6152763819,0.009177150726,0.6,0.63,0.03,0.62,0.01,0.615344819,-0.3740105565,2.217684861,0,0.59941,0.2916582915,0.01168101234,0.26,0.31,0.05,0.3,0.02,0.291892112,-0.7408889715,2.407416594,0,0.28472,0.6428643216,0.007112638862,0.63,0.66,0.03,0.64,0.01,0.6429036675,-0.05844177804,2.570132587,0,0.62613,-0.3482914573,0.01116776937,-0.37,-0.33,0.04,-0.34,0.02,0.3484704554,-0.7078802517,2.237021852,0,0.338655,0.1668341709,0.6170162664,0,4.5,4.5,0,0,0.6391734613,4.842084905,28.183962,0,0.12505,-39.88442211,42.41667218,-113.3,46.2,159.5,-21.7,70.7,58.22320161,-0.2205491955,1.796936775,7,43.51605,24.46030151,45.9580449,-64.6,110,174.6,19.2,82.5,52.0619654,0.08175609726,1.736219578,5,40.9346,508.740201,292.4769592,-85.3,876.8,962.1,651.9,462.25,586.821407,-0.6637044188,2.140870066,1,510.6126,6.412562814,4.269018101,-5.2,14.5,19.7,6.5,6.3,7.703601585,-0.1670271093,2.448930356,4,6.4085,-47.65125628,28.96708036,-87.8,6.7,94.5,-53.2,46.75,55.76498875,0.3429289811,1.777389389,3,46.748,4.330653266,3.634454757,-3.5,11.6,15.1,5.1,4.9,5.653655375,-0.2589732072,2.491751447,3,4.64775,"Stair-ascent"
6.601,7.599,-0.1918316832,1.234900129,-11.52,1.61,13.13,-0.155,0.9875,1.249711056,-4.824790537,39.758727,13,0.628685,-0.1917326733,2.479488223,-26.32,5.02,31.34,0.18,0.46,2.486890281,-7.19692719,68.57418354,15,0.704455,0.2443564356,1.824503956,-3.33,15.54,18.87,0.035,0.3775,1.840794598,6.278878433,48.91327924,16,0.595585,-0.003465346535,0.06222660033,-0.22,0.13,0.35,0.01,0.04,0.06232301674,-1.144970989,4.849125156,12,0.04077,0.001138613861,0.1009371464,-0.31,0.15,0.46,0.02,0.11,0.1009435682,-0.9700996973,3.814153258,6,0.07531,-0.1361386139,0.1225429429,-0.7,0.07,0.77,-0.15,0.19,0.1831679422,-0.5161054557,4.137895195,4,0.146855,0.6132178218,0.009649402547,0.6,0.63,0.03,0.615,0.02,0.6132937371,-0.08428419009,1.859642066,0,0.61203,0.2884653465,0.0136113409,0.26,0.31,0.05,0.295,0.02,0.288786296,-0.7105891893,2.122731575,0,0.288175,0.6444059406,0.006667013846,0.63,0.66,0.03,0.64,0.01,0.6444404281,-0.283254994,2.673349096,0,0.643155,-0.3517326733,0.01373251622,-0.38,-0.34,0.04,-0.35,0.02,0.3520006469,-0.7645239493,2.195250456,0,0.350695,0.03316831683,0.1596371547,0,1,1,0,0,0.1630464916,4.990899776,27.03742392,0,0.0304,-48.2009901,37.94736844,-113.3,9,122.3,-32.45,69.625,61.34605299,-0.2468425711,1.477777695,6,48.43685,33.80693069,43.8538386,-51.1,110,161.1,45.35,72.075,55.37208433,-0.1355782206,1.812896763,5,45.4446,555.6628713,235.5460064,34.9,876.8,841.9,653.05,401.2,603.5255982,-0.6131238605,2.207673,0,557.8424,7.53019802,3.781564054,-1.3,14.5,15.8,8.55,5.475,8.426393589,-0.07427906356,2.286623921,2,7.5515,-53.94653465,24.83012209,-87.8,-2.2,85.6,-65.75,39.2,59.38656047,0.5044921109,2.090137191,0,53.97485,4.892079208,3.504726177,-3.5,11.6,15.1,5.2,4.6,6.01793524,-0.4610493694,2.975536171,2,5.2957,"Stair-ascent"
